,img,label
26,F:\DataSet\LEVIR\imageWithLabel\train\00047.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00047.txt
27,F:\DataSet\LEVIR\imageWithLabel\train\00048.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00048.txt
28,F:\DataSet\LEVIR\imageWithLabel\train\00049.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00049.txt
29,F:\DataSet\LEVIR\imageWithLabel\train\00050.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00050.txt
30,F:\DataSet\LEVIR\imageWithLabel\train\00053.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00053.txt
31,F:\DataSet\LEVIR\imageWithLabel\train\00055.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00055.txt
32,F:\DataSet\LEVIR\imageWithLabel\train\00056.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00056.txt
33,F:\DataSet\LEVIR\imageWithLabel\train\00057.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00057.txt
34,F:\DataSet\LEVIR\imageWithLabel\train\00058.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00058.txt
35,F:\DataSet\LEVIR\imageWithLabel\train\00059.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00059.txt
36,F:\DataSet\LEVIR\imageWithLabel\train\00060.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00060.txt
37,F:\DataSet\LEVIR\imageWithLabel\train\00061.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00061.txt
38,F:\DataSet\LEVIR\imageWithLabel\train\00063.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00063.txt
39,F:\DataSet\LEVIR\imageWithLabel\train\00064.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00064.txt
40,F:\DataSet\LEVIR\imageWithLabel\train\00066.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00066.txt
41,F:\DataSet\LEVIR\imageWithLabel\train\00067.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00067.txt
42,F:\DataSet\LEVIR\imageWithLabel\train\00069.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00069.txt
43,F:\DataSet\LEVIR\imageWithLabel\train\00071.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00071.txt
44,F:\DataSet\LEVIR\imageWithLabel\train\00073.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00073.txt
45,F:\DataSet\LEVIR\imageWithLabel\train\00075.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00075.txt
46,F:\DataSet\LEVIR\imageWithLabel\train\00077.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00077.txt
47,F:\DataSet\LEVIR\imageWithLabel\train\00079.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00079.txt
48,F:\DataSet\LEVIR\imageWithLabel\train\00080.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00080.txt
49,F:\DataSet\LEVIR\imageWithLabel\train\00081.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00081.txt
50,F:\DataSet\LEVIR\imageWithLabel\train\00082.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00082.txt
51,F:\DataSet\LEVIR\imageWithLabel\train\00083.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00083.txt
52,F:\DataSet\LEVIR\imageWithLabel\train\00084.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00084.txt
53,F:\DataSet\LEVIR\imageWithLabel\train\00085.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00085.txt
54,F:\DataSet\LEVIR\imageWithLabel\train\00088.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00088.txt
55,F:\DataSet\LEVIR\imageWithLabel\train\00089.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00089.txt
56,F:\DataSet\LEVIR\imageWithLabel\train\00090.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00090.txt
57,F:\DataSet\LEVIR\imageWithLabel\train\00093.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00093.txt
58,F:\DataSet\LEVIR\imageWithLabel\train\00095.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00095.txt
59,F:\DataSet\LEVIR\imageWithLabel\train\00096.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00096.txt
60,F:\DataSet\LEVIR\imageWithLabel\train\00097.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00097.txt
61,F:\DataSet\LEVIR\imageWithLabel\train\00098.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00098.txt
62,F:\DataSet\LEVIR\imageWithLabel\train\00100.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00100.txt
63,F:\DataSet\LEVIR\imageWithLabel\train\00102.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00102.txt
64,F:\DataSet\LEVIR\imageWithLabel\train\00103.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00103.txt
65,F:\DataSet\LEVIR\imageWithLabel\train\00106.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00106.txt
66,F:\DataSet\LEVIR\imageWithLabel\train\00107.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00107.txt
67,F:\DataSet\LEVIR\imageWithLabel\train\00108.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00108.txt
68,F:\DataSet\LEVIR\imageWithLabel\train\00109.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00109.txt
69,F:\DataSet\LEVIR\imageWithLabel\train\00110.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00110.txt
70,F:\DataSet\LEVIR\imageWithLabel\train\00113.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00113.txt
71,F:\DataSet\LEVIR\imageWithLabel\train\00114.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00114.txt
72,F:\DataSet\LEVIR\imageWithLabel\train\00115.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00115.txt
73,F:\DataSet\LEVIR\imageWithLabel\train\00116.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00116.txt
74,F:\DataSet\LEVIR\imageWithLabel\train\00117.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00117.txt
75,F:\DataSet\LEVIR\imageWithLabel\train\00120.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00120.txt
76,F:\DataSet\LEVIR\imageWithLabel\train\00121.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00121.txt
77,F:\DataSet\LEVIR\imageWithLabel\train\00122.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00122.txt
78,F:\DataSet\LEVIR\imageWithLabel\train\00123.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00123.txt
79,F:\DataSet\LEVIR\imageWithLabel\train\00124.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00124.txt
80,F:\DataSet\LEVIR\imageWithLabel\train\00125.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00125.txt
81,F:\DataSet\LEVIR\imageWithLabel\train\00126.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00126.txt
82,F:\DataSet\LEVIR\imageWithLabel\train\00128.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00128.txt
83,F:\DataSet\LEVIR\imageWithLabel\train\00131.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00131.txt
84,F:\DataSet\LEVIR\imageWithLabel\train\00132.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00132.txt
85,F:\DataSet\LEVIR\imageWithLabel\train\00133.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00133.txt
86,F:\DataSet\LEVIR\imageWithLabel\train\00134.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00134.txt
87,F:\DataSet\LEVIR\imageWithLabel\train\00135.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00135.txt
88,F:\DataSet\LEVIR\imageWithLabel\train\00136.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00136.txt
89,F:\DataSet\LEVIR\imageWithLabel\train\00138.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00138.txt
90,F:\DataSet\LEVIR\imageWithLabel\train\00139.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00139.txt
91,F:\DataSet\LEVIR\imageWithLabel\train\00140.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00140.txt
92,F:\DataSet\LEVIR\imageWithLabel\train\00141.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00141.txt
93,F:\DataSet\LEVIR\imageWithLabel\train\00143.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00143.txt
94,F:\DataSet\LEVIR\imageWithLabel\train\00144.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00144.txt
95,F:\DataSet\LEVIR\imageWithLabel\train\00145.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00145.txt
96,F:\DataSet\LEVIR\imageWithLabel\train\00146.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00146.txt
97,F:\DataSet\LEVIR\imageWithLabel\train\00147.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00147.txt
98,F:\DataSet\LEVIR\imageWithLabel\train\00148.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00148.txt
99,F:\DataSet\LEVIR\imageWithLabel\train\00149.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00149.txt
100,F:\DataSet\LEVIR\imageWithLabel\train\00150.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00150.txt
101,F:\DataSet\LEVIR\imageWithLabel\train\00152.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00152.txt
102,F:\DataSet\LEVIR\imageWithLabel\train\00153.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00153.txt
103,F:\DataSet\LEVIR\imageWithLabel\train\00156.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00156.txt
104,F:\DataSet\LEVIR\imageWithLabel\train\00158.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00158.txt
105,F:\DataSet\LEVIR\imageWithLabel\train\00161.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00161.txt
106,F:\DataSet\LEVIR\imageWithLabel\train\00162.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00162.txt
107,F:\DataSet\LEVIR\imageWithLabel\train\00163.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00163.txt
108,F:\DataSet\LEVIR\imageWithLabel\train\00164.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00164.txt
109,F:\DataSet\LEVIR\imageWithLabel\train\00165.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00165.txt
110,F:\DataSet\LEVIR\imageWithLabel\train\00166.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00166.txt
111,F:\DataSet\LEVIR\imageWithLabel\train\00167.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00167.txt
112,F:\DataSet\LEVIR\imageWithLabel\train\00168.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00168.txt
113,F:\DataSet\LEVIR\imageWithLabel\train\00170.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00170.txt
114,F:\DataSet\LEVIR\imageWithLabel\train\00172.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00172.txt
115,F:\DataSet\LEVIR\imageWithLabel\train\00173.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00173.txt
116,F:\DataSet\LEVIR\imageWithLabel\train\00174.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00174.txt
117,F:\DataSet\LEVIR\imageWithLabel\train\00175.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00175.txt
118,F:\DataSet\LEVIR\imageWithLabel\train\00176.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00176.txt
119,F:\DataSet\LEVIR\imageWithLabel\train\00177.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00177.txt
120,F:\DataSet\LEVIR\imageWithLabel\train\00178.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00178.txt
121,F:\DataSet\LEVIR\imageWithLabel\train\00180.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00180.txt
122,F:\DataSet\LEVIR\imageWithLabel\train\00182.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00182.txt
123,F:\DataSet\LEVIR\imageWithLabel\train\00183.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00183.txt
124,F:\DataSet\LEVIR\imageWithLabel\train\00184.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00184.txt
125,F:\DataSet\LEVIR\imageWithLabel\train\00185.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00185.txt
126,F:\DataSet\LEVIR\imageWithLabel\train\00189.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00189.txt
127,F:\DataSet\LEVIR\imageWithLabel\train\00190.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00190.txt
128,F:\DataSet\LEVIR\imageWithLabel\train\00191.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00191.txt
129,F:\DataSet\LEVIR\imageWithLabel\train\00193.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00193.txt
130,F:\DataSet\LEVIR\imageWithLabel\train\00195.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00195.txt
131,F:\DataSet\LEVIR\imageWithLabel\train\00196.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00196.txt
132,F:\DataSet\LEVIR\imageWithLabel\train\00197.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00197.txt
133,F:\DataSet\LEVIR\imageWithLabel\train\00199.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00199.txt
134,F:\DataSet\LEVIR\imageWithLabel\train\00202.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00202.txt
135,F:\DataSet\LEVIR\imageWithLabel\train\00203.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00203.txt
136,F:\DataSet\LEVIR\imageWithLabel\train\00204.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00204.txt
137,F:\DataSet\LEVIR\imageWithLabel\train\00205.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00205.txt
138,F:\DataSet\LEVIR\imageWithLabel\train\00206.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00206.txt
139,F:\DataSet\LEVIR\imageWithLabel\train\00207.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00207.txt
140,F:\DataSet\LEVIR\imageWithLabel\train\00211.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00211.txt
141,F:\DataSet\LEVIR\imageWithLabel\train\00212.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00212.txt
142,F:\DataSet\LEVIR\imageWithLabel\train\00214.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00214.txt
143,F:\DataSet\LEVIR\imageWithLabel\train\00216.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00216.txt
144,F:\DataSet\LEVIR\imageWithLabel\train\00217.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00217.txt
145,F:\DataSet\LEVIR\imageWithLabel\train\00219.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00219.txt
146,F:\DataSet\LEVIR\imageWithLabel\train\00221.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00221.txt
147,F:\DataSet\LEVIR\imageWithLabel\train\00225.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00225.txt
148,F:\DataSet\LEVIR\imageWithLabel\train\00226.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00226.txt
149,F:\DataSet\LEVIR\imageWithLabel\train\00228.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00228.txt
150,F:\DataSet\LEVIR\imageWithLabel\train\00231.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00231.txt
151,F:\DataSet\LEVIR\imageWithLabel\train\00234.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00234.txt
152,F:\DataSet\LEVIR\imageWithLabel\train\00235.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00235.txt
153,F:\DataSet\LEVIR\imageWithLabel\train\00238.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00238.txt
154,F:\DataSet\LEVIR\imageWithLabel\train\00239.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00239.txt
155,F:\DataSet\LEVIR\imageWithLabel\train\00240.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00240.txt
156,F:\DataSet\LEVIR\imageWithLabel\train\00242.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00242.txt
157,F:\DataSet\LEVIR\imageWithLabel\train\00243.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00243.txt
158,F:\DataSet\LEVIR\imageWithLabel\train\00244.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00244.txt
159,F:\DataSet\LEVIR\imageWithLabel\train\00245.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00245.txt
160,F:\DataSet\LEVIR\imageWithLabel\train\00246.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00246.txt
161,F:\DataSet\LEVIR\imageWithLabel\train\00247.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00247.txt
162,F:\DataSet\LEVIR\imageWithLabel\train\00248.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00248.txt
163,F:\DataSet\LEVIR\imageWithLabel\train\00249.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00249.txt
164,F:\DataSet\LEVIR\imageWithLabel\train\00250.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00250.txt
165,F:\DataSet\LEVIR\imageWithLabel\train\00251.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00251.txt
166,F:\DataSet\LEVIR\imageWithLabel\train\00252.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00252.txt
167,F:\DataSet\LEVIR\imageWithLabel\train\00253.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00253.txt
168,F:\DataSet\LEVIR\imageWithLabel\train\00254.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00254.txt
169,F:\DataSet\LEVIR\imageWithLabel\train\00255.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00255.txt
170,F:\DataSet\LEVIR\imageWithLabel\train\00256.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00256.txt
171,F:\DataSet\LEVIR\imageWithLabel\train\00259.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00259.txt
172,F:\DataSet\LEVIR\imageWithLabel\train\00260.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00260.txt
173,F:\DataSet\LEVIR\imageWithLabel\train\00261.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00261.txt
174,F:\DataSet\LEVIR\imageWithLabel\train\00262.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00262.txt
175,F:\DataSet\LEVIR\imageWithLabel\train\00263.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00263.txt
176,F:\DataSet\LEVIR\imageWithLabel\train\00264.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00264.txt
177,F:\DataSet\LEVIR\imageWithLabel\train\00266.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00266.txt
178,F:\DataSet\LEVIR\imageWithLabel\train\00268.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00268.txt
179,F:\DataSet\LEVIR\imageWithLabel\train\00269.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00269.txt
180,F:\DataSet\LEVIR\imageWithLabel\train\00270.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00270.txt
181,F:\DataSet\LEVIR\imageWithLabel\train\00272.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00272.txt
182,F:\DataSet\LEVIR\imageWithLabel\train\00274.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00274.txt
183,F:\DataSet\LEVIR\imageWithLabel\train\00275.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00275.txt
184,F:\DataSet\LEVIR\imageWithLabel\train\00276.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00276.txt
185,F:\DataSet\LEVIR\imageWithLabel\train\00277.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00277.txt
186,F:\DataSet\LEVIR\imageWithLabel\train\00278.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00278.txt
187,F:\DataSet\LEVIR\imageWithLabel\train\00279.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00279.txt
188,F:\DataSet\LEVIR\imageWithLabel\train\00280.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00280.txt
189,F:\DataSet\LEVIR\imageWithLabel\train\00281.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00281.txt
190,F:\DataSet\LEVIR\imageWithLabel\train\00282.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00282.txt
191,F:\DataSet\LEVIR\imageWithLabel\train\00283.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00283.txt
192,F:\DataSet\LEVIR\imageWithLabel\train\00285.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00285.txt
193,F:\DataSet\LEVIR\imageWithLabel\train\00287.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00287.txt
194,F:\DataSet\LEVIR\imageWithLabel\train\00288.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00288.txt
195,F:\DataSet\LEVIR\imageWithLabel\train\00290.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00290.txt
196,F:\DataSet\LEVIR\imageWithLabel\train\00291.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00291.txt
197,F:\DataSet\LEVIR\imageWithLabel\train\00295.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00295.txt
198,F:\DataSet\LEVIR\imageWithLabel\train\00297.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00297.txt
199,F:\DataSet\LEVIR\imageWithLabel\train\00299.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00299.txt
200,F:\DataSet\LEVIR\imageWithLabel\train\00301.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00301.txt
201,F:\DataSet\LEVIR\imageWithLabel\train\00303.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00303.txt
202,F:\DataSet\LEVIR\imageWithLabel\train\00304.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00304.txt
203,F:\DataSet\LEVIR\imageWithLabel\train\00305.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00305.txt
204,F:\DataSet\LEVIR\imageWithLabel\train\00306.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00306.txt
205,F:\DataSet\LEVIR\imageWithLabel\train\00307.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00307.txt
206,F:\DataSet\LEVIR\imageWithLabel\train\00309.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00309.txt
207,F:\DataSet\LEVIR\imageWithLabel\train\00311.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00311.txt
208,F:\DataSet\LEVIR\imageWithLabel\train\00312.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00312.txt
209,F:\DataSet\LEVIR\imageWithLabel\train\00315.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00315.txt
210,F:\DataSet\LEVIR\imageWithLabel\train\00316.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00316.txt
211,F:\DataSet\LEVIR\imageWithLabel\train\00320.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00320.txt
212,F:\DataSet\LEVIR\imageWithLabel\train\00321.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00321.txt
213,F:\DataSet\LEVIR\imageWithLabel\train\00322.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00322.txt
214,F:\DataSet\LEVIR\imageWithLabel\train\00324.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00324.txt
215,F:\DataSet\LEVIR\imageWithLabel\train\00325.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00325.txt
216,F:\DataSet\LEVIR\imageWithLabel\train\00326.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00326.txt
217,F:\DataSet\LEVIR\imageWithLabel\train\00328.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00328.txt
218,F:\DataSet\LEVIR\imageWithLabel\train\00329.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00329.txt
219,F:\DataSet\LEVIR\imageWithLabel\train\00330.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00330.txt
220,F:\DataSet\LEVIR\imageWithLabel\train\00332.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00332.txt
221,F:\DataSet\LEVIR\imageWithLabel\train\00333.jpg,F:\DataSet\LEVIR\imageWithLabel\train\00333.txt
